.thisRepN,.thisTrialN,.thisN,.thisIndex,.thisTrial,Block Number,Key pressed,Category,Correct?,Int Match?,Int Response,Int Correct?,Line Accuracy,Interference Accuracy,Matching Interferences,New instruction shown?,Buttons switched?,Fast?,gender,age
11,1,166,12,12,4,['k'],['k'],Y,N,None,Y,,,,,,,M,18
11,2,167,1,1,4,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
11,3,168,0,0,4,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
11,4,169,0,0,4,['k'],['d'],N,N,None,Y,,,,,,,M,18
11,5,170,10,10,4,['k'],['k'],Y,N,None,Y,,,,,,,M,18
11,6,171,8,8,4,['k'],['k'],Y,N,None,Y,,,,,,,M,18
11,7,172,0,0,4,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
11,8,173,4,4,4,['k'],['d'],N,N,None,Y,,,,,,,M,18
11,9,174,12,12,4,['k'],['d'],N,Y,['space'],Y,,,,,,,M,18
11,10,175,7,7,4,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
11,11,176,8,8,4,['k'],['k'],Y,N,None,Y,,,,,,,M,18
11,12,177,14,14,4,['k'],['k'],Y,N,None,Y,,,,,,,M,18
11,13,178,2,2,4,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
11,14,179,4,4,4,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
12,0,180,8,8,4,['d'],['k'],N,Y,['space'],Y,,,,,,,M,18
12,1,181,5,5,4,['d'],['k'],N,Y,['space'],Y,,,,,,,M,18
12,2,182,8,8,4,['d'],['d'],Y,N,None,Y,,,,,,,M,18
12,3,183,12,12,4,['d'],['d'],Y,N,None,Y,,,,,,,M,18
12,4,184,9,9,4,['k'],['k'],Y,N,None,Y,,,,,,,M,18
12,5,185,13,13,4,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
12,6,186,10,10,4,['d'],['k'],N,N,None,Y,,,,,,,M,18
12,7,187,10,10,4,['d'],['d'],Y,Y,None,N,,,,,,,M,18
12,8,188,9,9,4,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
12,9,189,8,8,4,['k'],['k'],Y,N,None,Y,,,,,,,M,18
12,10,190,3,3,4,['d'],['d'],Y,N,None,Y,,,,,,,M,18
12,11,191,2,2,4,['k'],['d'],N,N,None,Y,,,,,,,M,18
12,12,192,14,14,4,['k'],['k'],Y,N,None,Y,,,,,,,M,18
12,13,193,11,11,4,['k'],['k'],Y,N,None,Y,,,,,,,M,18
12,14,194,8,8,4,['d'],['d'],Y,N,None,Y,,,,,,,M,18
13,0,195,3,3,4,['d'],['k'],N,Y,['space'],Y,,,,,,,M,18
13,1,196,14,14,4,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
13,2,197,1,1,4,['k'],['d'],N,Y,['space'],Y,,,,,,,M,18
13,3,198,12,12,4,['d'],['k'],N,N,None,Y,,,,,,,M,18
13,4,199,14,14,4,['d'],['d'],Y,Y,['space'],Y,39,46,25,,,,M,18
13,5,200,13,13,5,['k'],['k'],Y,,,,,,,,,,M,18
13,6,201,10,10,5,['k'],['k'],Y,,,,,,,,,,M,18
13,7,202,1,1,5,['k'],['d'],N,N,None,Y,,,,,,,M,18
13,8,203,5,5,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
13,9,204,3,3,5,['k'],['k'],Y,N,None,Y,,,,,,,M,18
13,10,205,8,8,5,['d'],['d'],Y,Y,None,N,,,,,,,M,18
13,11,206,6,6,5,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
13,12,207,4,4,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
13,13,208,4,4,5,['d'],['k'],N,Y,None,N,,,,,,,M,18
13,14,209,1,1,5,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
14,0,210,7,7,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
14,1,211,2,2,5,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
14,2,212,3,3,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
14,3,213,0,0,5,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
14,4,214,2,2,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
14,5,215,4,4,5,['k'],['d'],N,N,None,Y,,,,,,,M,18
14,6,216,9,9,5,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
14,7,217,0,0,5,['k'],['d'],N,N,None,Y,,,,,,,M,18
14,8,218,1,1,5,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
14,9,219,11,11,5,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
14,10,220,5,5,5,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
14,11,221,7,7,5,['d'],['d'],Y,Y,None,N,,,,,,,M,18
14,12,222,2,2,5,['k'],['d'],N,Y,None,N,,,,,,,M,18
14,13,223,10,10,5,['k'],['d'],N,Y,['space'],Y,,,,,,,M,18
14,14,224,7,7,5,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
15,0,225,2,2,5,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
15,1,226,5,5,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
15,2,227,5,5,5,['k'],['k'],Y,N,['space'],N,,,,,,,M,18
15,3,228,8,8,5,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
15,4,229,11,11,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
15,5,230,14,14,5,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
15,6,231,8,8,5,['k'],['d'],N,Y,['space'],Y,,,,,,,M,18
15,7,232,0,0,5,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
15,8,233,6,6,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
15,9,234,12,12,5,['k'],['k'],Y,N,None,Y,,,,,,,M,18
15,10,235,12,12,5,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
15,11,236,8,8,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
15,12,237,11,11,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
15,13,238,3,3,5,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
15,14,239,6,6,5,['k'],['k'],Y,N,None,Y,,,,,,,M,18
16,0,240,4,4,5,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
16,1,241,7,7,5,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
16,2,242,3,3,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
16,3,243,13,13,5,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
16,4,244,13,13,5,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
16,5,245,1,1,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
16,6,246,12,12,5,['k'],['k'],Y,N,None,Y,,,,,,,M,18
16,7,247,14,14,5,['d'],['d'],Y,N,None,Y,,,,,,,M,18
16,8,248,4,4,5,['k'],['k'],Y,N,None,Y,,,,,,,M,18
16,9,249,6,6,5,['d'],['d'],Y,N,None,Y,43,43,25,,,,M,18
16,10,250,8,8,6,['d'],['d'],Y,,,,,,,,,,M,18
16,11,251,8,8,6,['k'],['d'],N,,,,,,,,,,M,18
16,12,252,2,2,6,['d'],['d'],Y,N,None,Y,,,,,,,M,18
16,13,253,0,0,6,['k'],['k'],Y,N,None,Y,,,,,,,M,18
16,14,254,1,1,6,['d'],['k'],N,N,None,Y,,,,,,,M,18
17,0,255,11,11,6,None,,Timed out,N,['space'],N,,,,,,,M,18
17,1,256,6,6,6,['k'],['k'],Y,Y,None,N,,,,,,,M,18
17,2,257,7,7,6,['k'],['k'],Y,N,None,Y,,,,,,,M,18
17,3,258,10,10,6,['k'],['k'],Y,N,None,Y,,,,,,,M,18
17,4,259,0,0,6,['k'],['k'],Y,N,None,Y,,,,,,,M,18
17,5,260,7,7,6,['k'],['k'],Y,N,['space'],N,,,,,,,M,18
17,6,261,3,3,6,['d'],['d'],Y,N,['space'],N,,,,,,,M,18
17,7,262,2,2,6,['d'],['d'],Y,N,['space'],N,,,,,,,M,18
17,8,263,3,3,6,['d'],['d'],Y,N,None,Y,,,,,,,M,18
17,9,264,7,7,6,['k'],['k'],Y,N,None,Y,,,,,,,M,18
17,10,265,0,0,6,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
17,11,266,4,4,6,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
17,12,267,10,10,6,['k'],['k'],Y,N,None,Y,,,,,,,M,18
17,13,268,14,14,6,['k'],['k'],Y,N,None,Y,,,,,,,M,18
17,14,269,11,11,6,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
18,0,270,2,2,6,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
18,1,271,6,6,6,['d'],['d'],Y,N,None,Y,,,,,,,M,18
18,2,272,12,12,6,None,,Timed out,N,None,Y,,,,,,,M,18
18,3,273,7,7,6,['k'],['k'],Y,N,None,Y,,,,,,,M,18
18,4,274,7,7,6,['d'],['d'],Y,N,None,Y,,,,,,,M,18
18,5,275,2,2,6,['d'],['k'],N,Y,None,N,,,,,,,M,18
18,6,276,7,7,6,['k'],['k'],Y,N,['k'],N,,,,,,,M,18
18,7,277,8,8,6,['d'],['d'],Y,Y,None,N,,,,,,,M,18
18,8,278,2,2,6,['d'],['d'],Y,N,None,Y,,,,,,,M,18
18,9,279,14,14,6,['k'],['k'],Y,Y,None,N,,,,,,,M,18
18,10,280,13,13,6,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
18,11,281,14,14,6,['k'],['k'],Y,N,None,Y,,,,,,,M,18
18,12,282,9,9,6,['d'],['k'],N,Y,None,N,,,,,,,M,18
18,13,283,12,12,6,['k'],['k'],Y,Y,None,N,,,,,,,M,18
18,14,284,0,0,6,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
19,0,285,0,0,6,['k'],['k'],Y,Y,None,N,,,,,,,M,18
19,1,286,6,6,6,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
19,2,287,6,6,6,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
19,3,288,0,0,6,['d'],['k'],N,Y,['space'],Y,,,,,,,M,18
19,4,289,5,5,6,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
19,5,290,6,6,6,['k'],['k'],Y,N,None,Y,,,,,,,M,18
19,6,291,3,3,6,['d'],['d'],Y,N,None,Y,,,,,,,M,18
19,7,292,8,8,6,['k'],['d'],N,Y,['space'],Y,,,,,,,M,18
19,8,293,10,10,6,['d'],['d'],Y,N,['space'],N,,,,,,,M,18
19,9,294,3,3,6,['k'],['k'],Y,N,['space'],N,,,,,,,M,18
19,10,295,10,10,6,['d'],['d'],Y,N,None,Y,,,,,,,M,18
19,11,296,9,9,6,['d'],['d'],Y,N,None,Y,,,,,,,M,18
19,12,297,9,9,6,['k'],['d'],N,Y,None,N,,,,,,,M,18
19,13,298,8,8,6,['d'],['d'],Y,N,None,Y,,,,,,,M,18
19,14,299,2,2,6,['k'],['k'],Y,Y,None,N,41,32,20,,,,M,18
20,0,300,5,5,7,['k'],['k'],Y,,,,,,,,,,M,18
20,1,301,1,1,7,['d'],['d'],Y,,,,,,,,,,M,18
20,2,302,0,0,7,['d'],['d'],Y,Y,None,N,,,,,,,M,18
20,3,303,14,14,7,['k'],['k'],Y,Y,None,N,,,,,,,M,18
20,4,304,8,8,7,['k'],['d'],N,Y,['space'],Y,,,,,,,M,18
20,5,305,3,3,7,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
20,6,306,1,1,7,['k'],['k'],Y,N,None,Y,,,,,,,M,18
20,7,307,12,12,7,['k'],['k'],Y,N,None,Y,,,,,,,M,18
20,8,308,1,1,7,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
20,9,309,14,14,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
20,10,310,1,1,7,['k'],['k'],Y,Y,None,N,,,,,,,M,18
20,11,311,10,10,7,['k'],['k'],Y,N,None,Y,,,,,,,M,18
20,12,312,5,5,7,['d'],['d'],Y,N,['space'],N,,,,,,,M,18
20,13,313,1,1,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
20,14,314,5,5,7,['k'],['k'],Y,Y,None,N,,,,,,,M,18
21,0,315,5,5,7,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
21,1,316,5,5,7,['d'],['d'],Y,Y,None,N,,,,,,,M,18
21,2,317,5,5,7,['k'],['k'],Y,Y,None,N,,,,,,,M,18
21,3,318,11,11,7,['k'],['k'],Y,N,None,Y,,,,,,,M,18
21,4,319,13,13,7,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
21,5,320,12,12,7,None,,Timed out,N,None,Y,,,,,,,M,18
21,6,321,2,2,7,['d'],['d'],Y,N,None,Y,,,,,,,M,18
21,7,322,7,7,7,['d'],['d'],Y,Y,None,N,,,,,,,M,18
21,8,323,8,8,7,['k'],['k'],Y,N,['space'],N,,,,,,,M,18
21,9,324,14,14,7,['k'],['k'],Y,N,None,Y,,,,,,,M,18
21,10,325,11,11,7,None,,Timed out,Y,['space'],Y,,,,,,,M,18
21,11,326,12,12,7,['d'],['d'],Y,Y,None,N,,,,,,,M,18
21,12,327,11,11,7,['k'],['k'],Y,Y,None,N,,,,,,,M,18
21,13,328,11,11,7,['k'],['d'],N,N,None,Y,,,,,,,M,18
21,14,329,4,4,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
22,0,330,1,1,7,['k'],['k'],Y,N,None,Y,,,,,,,M,18
22,1,331,7,7,7,['d'],['k'],N,N,None,Y,,,,,,,M,18
22,2,332,13,13,7,['d'],['d'],Y,N,None,Y,,,,,,,M,18
22,3,333,13,13,7,['d'],['d'],Y,N,None,Y,,,,,,,M,18
22,4,334,5,5,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
22,5,335,10,10,7,['d'],['d'],Y,Y,['space'],Y,,,,,,,M,18
22,6,336,7,7,7,['k'],['k'],Y,Y,['space'],Y,,,,,,,M,18
