.thisRepN,.thisTrialN,.thisN,.thisIndex,Block Number,Key pressed,Category,Correct?,Button switch shown?,Actually switched?,Fast?,gender,age,
0,480,480,16,10,['d'],['d'],Y,,,,f,23,
0,481,481,82,10,['d'],['d'],Y,,,,f,23,
0,482,482,21,10,['d'],['d'],Y,,,,f,23,
0,483,483,255,10,['d'],['d'],Y,,,,f,23,
0,484,484,72,10,['d'],['d'],Y,,,,f,23,
0,485,485,317,10,['k'],['k'],Y,,,,f,23,
0,486,486,564,10,['d'],['k'],N,,,,f,23,
0,487,487,301,10,['k'],['k'],Y,,,,f,23,
0,488,488,153,10,['d'],['d'],Y,,,,f,23,
0,489,489,463,10,['k'],['k'],Y,,,,f,23,
0,490,490,428,10,['k'],['k'],Y,,,,f,23,
0,491,491,559,10,['k'],['k'],Y,,,,f,23,
0,492,492,367,10,['k'],['k'],Y,,,,f,23,
0,493,493,450,10,['d'],['k'],N,,,,f,23,
0,494,494,15,10,['d'],['d'],Y,,,,f,23,
0,495,495,474,10,['k'],['k'],Y,,,,f,23,
0,496,496,430,10,['k'],['k'],Y,,,,f,23,
0,497,497,325,10,['k'],['k'],Y,,,,f,23,
0,498,498,432,10,['k'],['k'],Y,,,,f,23,
0,499,499,20,10,['d'],['d'],Y,,,,f,23,
0,500,500,129,11,['d'],['d'],N,Y,Y,Y,f,23,
0,501,501,592,11,['d'],['k'],Y,,Y,Y,f,23,
0,502,502,2,11,['d'],['d'],N,,Y,Y,f,23,
0,503,503,352,11,['d'],['k'],Y,,Y,Y,f,23,
0,504,504,175,11,['k'],['d'],Y,,Y,Y,f,23,
0,505,505,524,11,['d'],['k'],Y,,Y,Y,f,23,
0,506,506,212,11,['k'],['d'],Y,,Y,Y,f,23,
0,507,507,535,11,['d'],['k'],Y,,Y,Y,f,23,
0,508,508,234,11,['k'],['d'],Y,,Y,Y,f,23,
0,509,509,501,11,['d'],['k'],Y,,Y,Y,f,23,
0,510,510,390,11,['d'],['k'],Y,,Y,Y,f,23,
0,511,511,446,11,['d'],['k'],Y,,Y,Y,f,23,
0,512,512,256,11,['d'],['d'],N,,Y,Y,f,23,
0,513,513,73,11,['k'],['d'],Y,,Y,Y,f,23,
0,514,514,333,11,['k'],['k'],N,,Y,Y,f,23,
0,515,515,384,11,['d'],['k'],Y,,Y,Y,f,23,
0,516,516,334,11,['d'],['k'],Y,,Y,Y,f,23,
0,517,517,10,11,['k'],['d'],Y,,Y,Y,f,23,
0,518,518,447,11,['d'],['k'],Y,,Y,Y,f,23,
0,519,519,497,11,['k'],['k'],N,,Y,Y,f,23,
0,520,520,309,11,['k'],['k'],N,,Y,Y,f,23,
0,521,521,4,11,['k'],['d'],Y,,Y,Y,f,23,
0,522,522,323,11,['k'],['k'],N,,Y,Y,f,23,
0,523,523,590,11,['d'],['k'],Y,,Y,Y,f,23,
0,524,524,215,11,['k'],['d'],Y,,Y,Y,f,23,
0,525,525,179,11,['d'],['d'],N,,Y,Y,f,23,
0,526,526,429,11,['d'],['k'],Y,,Y,Y,f,23,
0,527,527,56,11,['k'],['d'],Y,,Y,Y,f,23,
0,528,528,364,11,['d'],['k'],Y,,Y,Y,f,23,
0,529,529,544,11,['d'],['k'],Y,,Y,Y,f,23,
0,530,530,272,11,['d'],['d'],N,,Y,Y,f,23,
0,531,531,528,11,['d'],['k'],Y,,Y,Y,f,23,
0,532,532,232,11,['k'],['d'],Y,,Y,Y,f,23,
0,533,533,593,11,['d'],['k'],Y,,Y,Y,f,23,
0,534,534,160,11,['k'],['d'],Y,,Y,Y,f,23,
0,535,535,116,11,['k'],['d'],Y,,Y,Y,f,23,
0,536,536,59,11,['d'],['d'],N,,Y,Y,f,23,
0,537,537,54,11,['k'],['d'],Y,,Y,Y,f,23,
0,538,538,131,11,['k'],['d'],Y,,Y,Y,f,23,
0,539,539,230,11,['k'],['d'],Y,,Y,Y,f,23,
0,540,540,565,11,['d'],['k'],Y,,Y,Y,f,23,
0,541,541,348,11,['d'],['k'],Y,,Y,Y,f,23,
0,542,542,477,11,['d'],['k'],Y,,Y,Y,f,23,
0,543,543,300,11,['d'],['k'],Y,,Y,Y,f,23,
0,544,544,342,11,['d'],['k'],Y,,Y,Y,f,23,
0,545,545,273,11,['d'],['d'],N,,Y,Y,f,23,
0,546,546,526,11,['d'],['k'],Y,,Y,Y,f,23,
0,547,547,98,11,['k'],['d'],Y,,Y,Y,f,23,
0,548,548,417,11,['k'],['k'],N,,Y,Y,f,23,
0,549,549,588,11,['k'],['k'],N,,Y,Y,f,23,
0,550,550,551,12,['d'],['k'],Y,,Y,Y,f,23,
0,551,551,80,12,['k'],['d'],Y,,Y,Y,f,23,
0,552,552,586,12,['d'],['k'],Y,,Y,Y,f,23,
0,553,553,349,12,['k'],['k'],N,,Y,Y,f,23,
0,554,554,346,12,['k'],['k'],N,,Y,Y,f,23,
0,555,555,355,12,['d'],['k'],Y,,Y,Y,f,23,
0,556,556,70,12,['d'],['d'],N,,Y,Y,f,23,
0,557,557,204,12,['k'],['d'],Y,,Y,Y,f,23,
0,558,558,7,12,['k'],['d'],Y,,Y,Y,f,23,
0,559,559,568,12,['k'],['k'],N,,Y,Y,f,23,
0,560,560,594,12,['d'],['k'],Y,,Y,Y,f,23,
0,561,561,517,12,['d'],['k'],Y,,Y,Y,f,23,
0,562,562,258,12,['k'],['d'],Y,,Y,Y,f,23,
0,563,563,44,12,['k'],['d'],Y,,Y,Y,f,23,
0,564,564,500,12,['k'],['k'],N,,Y,Y,f,23,
0,565,565,471,12,['k'],['k'],N,,Y,Y,f,23,
0,566,566,599,12,['d'],['k'],Y,,Y,Y,f,23,
0,567,567,91,12,['k'],['d'],Y,,Y,Y,f,23,
0,568,568,470,12,['d'],['k'],Y,,Y,Y,f,23,
0,569,569,508,12,['d'],['k'],Y,,Y,Y,f,23,
0,570,570,398,12,['d'],['k'],Y,,Y,Y,f,23,
0,571,571,183,12,['k'],['d'],Y,,Y,Y,f,23,
0,572,572,115,12,['d'],['d'],N,,Y,Y,f,23,
0,573,573,190,12,['d'],['d'],N,,Y,Y,f,23,
0,574,574,407,12,['d'],['k'],Y,,Y,Y,f,23,
0,575,575,366,12,['d'],['k'],Y,,Y,Y,f,23,
0,576,576,577,12,['k'],['k'],N,,Y,Y,f,23,
0,577,577,414,12,['d'],['k'],Y,,Y,Y,f,23,
0,578,578,61,12,['k'],['d'],Y,,Y,Y,f,23,
0,579,579,552,12,['k'],['k'],N,,Y,Y,f,23,
0,580,580,45,12,['k'],['d'],Y,,Y,Y,f,23,
0,581,581,351,12,['d'],['k'],Y,,Y,Y,f,23,
0,582,582,519,12,['d'],['k'],Y,,Y,Y,f,23,
0,583,583,96,12,['k'],['d'],Y,,Y,Y,f,23,
0,584,584,86,12,['d'],['d'],N,,Y,Y,f,23,
0,585,585,376,12,['d'],['k'],Y,,Y,Y,f,23,
0,586,586,209,12,['k'],['d'],Y,,Y,Y,f,23,
0,587,587,560,12,['d'],['k'],Y,,Y,Y,f,23,
0,588,588,298,12,['d'],['d'],N,,Y,Y,f,23,
0,589,589,40,12,['k'],['d'],Y,,Y,Y,f,23,
0,590,590,277,12,['k'],['d'],Y,,Y,Y,f,23,
0,591,591,94,12,['k'],['d'],Y,,Y,Y,f,23,
0,592,592,211,12,['k'],['d'],Y,,Y,Y,f,23,
0,593,593,88,12,['k'],['d'],Y,,Y,Y,f,23,
0,594,594,540,12,['d'],['k'],Y,,Y,Y,f,23,
0,595,595,319,12,['d'],['k'],Y,,Y,Y,f,23,
0,596,596,337,12,['k'],['k'],N,,Y,Y,f,23,
0,597,597,5,12,['k'],['d'],Y,,Y,Y,f,23,
0,598,598,359,12,['k'],['k'],N,,Y,Y,f,23,
0,599,599,17,12,['k'],['d'],Y,,Y,Y,f,23,
